,school,sex,age,address,famsize,Mjob,Fjob,reason,traveltime,studytime,failures,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
244,SS,F,27,U,LE3,health,other,reputation,1,2,0,yes,yes,3,2,3,1,2,3,0,B+,B0,B0
245,SS,M,27,R,GT3,other,other,course,2,2,0,yes,no,4,5,2,1,1,1,0,B0,B+,B+
246,SS,M,27,U,GT3,teacher,teacher,reputation,1,2,0,yes,yes,4,5,5,1,3,2,0,B+,B+,B+
247,SS,M,26,U,GT3,health,other,reputation,1,2,0,yes,no,4,2,4,2,4,1,0,B+,B+,B+
248,SS,M,26,U,LE3,other,other,home,2,2,0,yes,no,3,4,2,1,1,5,2,C+,C+,C+
249,SS,M,26,U,GT3,at_home,other,reputation,2,3,0,yes,yes,5,3,3,1,3,2,0,B0,B0,B0
250,SS,M,27,U,LE3,other,other,home,1,2,0,yes,yes,4,4,2,5,5,4,0,A0,A0,A0
251,SS,F,26,U,GT3,other,other,home,1,1,0,yes,yes,4,5,2,1,1,5,4,C+,B0,B0
252,SS,F,26,U,GT3,other,other,home,1,2,0,yes,yes,5,3,3,1,2,5,0,B+,B+,B+
253,SS,F,22,U,LE3,services,other,course,2,2,1,yes,no,4,3,3,1,1,3,18,B0,B0,B0
254,SS,F,22,U,LE3,at_home,services,course,1,2,1,yes,yes,5,3,1,1,1,5,16,C+,C+,B0
255,SS,F,22,U,GT3,other,other,course,2,1,1,yes,no,4,1,1,1,1,3,14,C+,C+,C+
256,SS,M,22,U,GT3,other,at_home,course,1,1,1,yes,yes,4,4,3,2,2,1,26,C+,C+,C+
257,SS,M,27,U,GT3,teacher,teacher,course,1,1,0,yes,no,4,2,1,1,2,5,6,B0,C+,C+
258,SS,F,27,U,GT3,other,other,course,1,2,0,yes,no,5,4,2,1,1,3,4,B+,B+,B+
259,SS,F,27,U,LE3,at_home,at_home,course,1,3,0,yes,yes,4,3,2,1,2,4,10,B0,B0,B0
260,SS,F,26,U,GT3,other,other,course,1,1,0,yes,no,5,3,5,1,2,5,4,B0,B0,B0
261,SS,F,27,R,GT3,at_home,services,course,3,2,0,yes,no,2,1,1,1,1,3,2,B+,B+,B+
262,SS,F,27,R,LE3,other,other,course,4,1,1,yes,no,5,5,4,1,1,5,14,C+,C+,C+
263,SS,M,22,U,GT3,other,services,reputation,1,2,0,yes,no,5,5,4,3,5,2,16,C+,C+,C+
264,SS,F,27,U,LE3,other,other,home,1,1,1,yes,no,3,1,2,1,1,1,8,B0,C+,B0
265,SS,F,27,R,LE3,at_home,other,course,2,3,0,yes,no,4,3,3,1,3,5,4,B+,B+,B+
266,SS,F,27,U,LE3,teacher,other,course,1,2,0,yes,no,4,3,2,1,1,4,4,B+,B+,B+
267,SS,M,27,U,LE3,health,other,course,2,2,0,yes,yes,2,5,5,1,4,5,8,B+,B+,B+
268,SS,M,27,R,LE3,teacher,other,course,2,2,0,yes,no,3,3,3,2,3,4,0,B0,B0,B0
269,SS,M,26,U,LE3,teacher,other,course,1,1,0,yes,no,5,4,5,1,1,3,7,B+,B+,B+
270,SS,M,26,U,GT3,services,services,course,1,1,0,yes,no,5,3,2,1,2,5,4,B+,B+,B+
271,SS,F,27,U,GT3,teacher,services,course,1,2,0,yes,yes,5,3,1,1,4,5,2,B0,B0,B0
272,SS,M,27,R,GT3,other,other,home,2,3,0,yes,yes,4,3,3,1,1,1,2,B+,B+,B+
273,SS,F,27,U,GT3,services,other,home,2,3,0,yes,yes,4,2,2,2,3,5,10,B0,B0,B0
274,SS,F,27,U,GT3,at_home,other,course,1,2,0,yes,yes,4,3,2,1,1,4,10,B0,C+,B0
275,SS,F,22,U,GT3,other,other,course,2,3,0,yes,yes,4,4,4,1,1,3,10,B0,B0,B0
276,SS,M,26,U,GT3,other,other,course,3,1,0,yes,no,4,3,3,1,1,4,7,B+,A0,A0
277,SS,F,27,U,GT3,other,services,course,1,2,0,yes,no,4,3,4,1,2,5,4,B0,B0,B0
278,SS,M,27,U,GT3,other,other,course,2,1,0,yes,no,5,2,2,1,1,2,2,C+,B0,B+
279,SS,M,26,U,GT3,services,services,other,1,1,3,yes,yes,5,4,5,5,5,1,12,C+,C+,C0
280,SS,M,22,R,LE3,other,services,course,1,2,0,yes,yes,4,3,3,1,3,5,8,B0,C+,B0
281,SS,M,26,U,GT3,other,other,other,1,1,0,yes,no,4,3,2,2,4,5,0,B0,B0,B0
282,SS,M,22,U,GT3,services,other,course,2,1,0,yes,no,4,4,5,2,4,5,8,C+,C+,C+
283,SS,M,26,U,GT3,at_home,other,reputation,3,2,1,yes,no,5,3,3,1,3,2,4,C+,B0,B0
284,SS,M,22,U,GT3,services,services,other,1,1,2,yes,no,3,2,5,2,5,5,4,C+,C+,C0
285,SS,M,26,R,GT3,other,other,course,2,1,0,yes,no,3,3,2,1,3,3,2,B+,B+,B0
286,SS,M,27,R,GT3,other,other,course,1,1,0,yes,no,4,4,2,2,4,5,0,B0,B0,B+
287,SS,M,27,U,LE3,health,other,course,2,1,1,yes,no,4,4,4,1,2,5,0,C+,B0,B0
288,SS,F,22,U,LE3,other,other,course,1,2,0,yes,yes,4,3,4,1,3,5,2,B0,B0,B+
289,SS,F,27,U,LE3,teacher,services,reputation,1,4,0,yes,no,4,2,3,1,1,4,2,B+,B+,A0
290,SS,F,23,U,GT3,services,services,home,1,2,0,yes,no,4,3,3,1,1,5,0,B0,B0,B0
291,SS,M,22,U,LE3,services,other,course,3,2,1,yes,no,4,4,5,4,4,5,4,B0,B0,B0
292,SS,F,27,R,GT3,other,other,course,1,3,0,yes,no,4,3,4,1,3,5,2,B0,B0,B+
293,SS,F,22,U,LE3,other,at_home,home,1,3,0,yes,no,4,4,3,2,3,3,4,B0,B0,B+
294,SS,F,22,R,GT3,other,other,home,1,2,0,yes,no,3,2,3,1,1,5,4,B0,B0,B+
295,SS,M,23,U,LE3,services,at_home,reputation,1,2,0,yes,no,4,3,1,1,1,1,4,B0,B+,B+
296,SS,M,22,U,GT3,other,other,home,1,2,0,yes,no,5,2,4,1,2,4,2,A0,A0,A0
297,SS,M,27,R,GT3,other,services,other,2,1,0,yes,no,5,2,2,1,1,4,0,C+,B0,B0
298,SS,F,27,U,LE3,services,services,course,1,4,0,yes,yes,3,4,1,1,1,2,2,B0,B0,B0
299,SS,F,24,R,GT3,other,other,course,2,2,0,yes,yes,1,2,3,1,2,2,8,B0,B0,B0
300,SS,F,22,U,GT3,services,other,home,1,2,0,yes,yes,3,1,2,1,3,2,2,B+,B+,B+
301,SS,M,22,U,GT3,teacher,other,course,1,2,0,yes,no,4,3,2,1,1,3,2,B0,B0,B0
302,SS,M,22,R,GT3,other,other,course,1,3,0,yes,no,5,3,2,1,1,3,2,B0,B0,B0
303,SS,F,27,U,GT3,other,other,home,1,3,0,yes,no,3,2,3,1,1,4,2,B+,B0,B+
304,SS,F,22,U,GT3,at_home,services,home,1,3,0,yes,yes,4,3,3,1,1,3,0,B0,B0,B+
305,SS,M,27,U,GT3,other,other,home,2,1,0,yes,no,4,4,4,2,3,4,8,C+,C+,C+
306,SS,M,22,R,LE3,other,other,reputation,2,2,0,yes,no,4,2,5,3,4,1,6,B+,A0,A0
307,SS,M,27,U,GT3,services,other,other,1,2,0,yes,yes,5,4,4,3,4,5,0,B0,B0,B+
308,SS,F,22,R,GT3,teacher,other,reputation,2,2,0,yes,no,4,3,4,2,2,4,8,B0,B0,B0
309,SS,M,22,U,GT3,health,other,reputation,1,2,0,yes,yes,5,4,5,1,3,5,4,B0,B0,B+
310,SS,F,22,R,GT3,other,other,reputation,2,2,0,yes,yes,4,3,5,1,2,3,12,C+,C+,B0
311,SS,F,23,U,GT3,other,services,home,1,2,0,yes,no,4,3,5,3,3,5,16,B0,B0,B0
312,SS,F,22,U,GT3,other,services,reputation,1,4,0,yes,yes,4,5,5,1,3,2,10,A0,A0,A0
313,SS,F,22,U,LE3,other,other,home,2,2,0,yes,no,4,4,3,1,1,3,2,B+,B+,B+
314,SS,M,27,R,GT3,at_home,at_home,home,1,2,0,yes,yes,3,5,2,2,2,1,2,A0,A0,A+
315,SS,F,22,U,GT3,other,other,home,1,2,0,yes,yes,4,2,5,1,2,1,8,B+,B+,B+
316,SS,F,27,U,GT3,at_home,health,reputation,2,2,0,yes,yes,4,3,3,1,1,1,6,B+,A0,A0
317,SS,F,27,U,LE3,services,other,course,2,2,0,yes,yes,4,4,4,2,3,5,6,B0,B0,B0
318,SS,F,22,R,GT3,other,services,home,2,2,0,yes,yes,4,1,1,1,1,5,15,B0,C+,B0
319,SS,M,22,U,GT3,teacher,services,home,2,1,0,yes,no,3,2,4,1,4,3,6,B0,B0,B0
320,SS,F,22,U,GT3,health,health,reputation,1,2,1,yes,yes,2,4,4,1,1,4,2,B+,B0,B+
321,SS,F,27,U,GT3,other,services,reputation,3,3,0,yes,yes,4,2,3,1,1,1,8,B+,B+,B+
322,SS,F,23,R,GT3,services,services,reputation,1,2,1,yes,no,3,3,3,4,3,3,0,C+,C+,B0
323,SS,M,22,U,LE3,teacher,services,course,2,1,0,yes,no,4,2,3,1,2,1,0,B0,B0,B0
324,SS,M,22,U,GT3,at_home,other,home,2,1,0,yes,no,3,4,4,2,4,4,10,B0,B0,B0
325,SS,M,27,U,LE3,services,other,home,2,1,0,yes,yes,4,5,4,2,4,5,22,B0,B0,B0
326,SS,M,27,U,LE3,teacher,services,home,1,1,0,yes,no,4,4,4,3,4,3,18,B+,B+,B+
327,SS,F,22,R,LE3,at_home,other,reputation,2,4,0,yes,no,5,2,2,1,1,3,2,A0,A0,A+
328,SS,F,22,U,GT3,other,other,home,2,2,0,yes,no,5,4,4,1,1,4,0,B0,B+,B+
329,SS,F,27,U,GT3,other,other,course,1,2,0,yes,no,5,4,5,1,2,5,12,B0,B0,B+
330,SS,F,22,U,GT3,other,other,reputation,2,2,0,yes,yes,4,3,1,1,1,5,10,B0,B+,B+
331,SS,M,27,U,GT3,other,other,reputation,1,2,0,yes,no,4,3,3,1,2,4,0,B0,B0,B0
332,SS,F,22,U,GT3,at_home,at_home,other,1,3,0,yes,no,4,3,3,1,2,2,0,A+,A+,A+
333,SS,F,27,U,GT3,services,teacher,reputation,1,3,0,yes,no,4,3,3,1,1,3,0,B+,B+,B+
334,SS,M,22,U,GT3,services,services,reputation,1,3,0,yes,no,4,2,4,1,3,2,0,B+,B+,B+
335,SS,M,22,U,LE3,teacher,teacher,reputation,1,2,0,yes,no,5,4,3,1,1,2,0,A0,A0,A0
336,SS,M,22,U,GT3,teacher,other,home,1,2,0,yes,yes,4,3,2,1,4,5,2,B+,A0,A0
337,SS,F,27,U,GT3,health,services,reputation,1,3,0,yes,no,4,2,2,1,2,3,0,A0,A+,A+
338,SS,F,27,R,LE3,services,other,reputation,2,4,0,yes,no,3,1,2,1,1,3,0,A+,A+,A+
339,SS,M,22,R,LE3,services,other,reputation,2,3,0,yes,no,5,4,2,1,1,4,0,B+,B+,B+
340,SS,M,27,U,GT3,health,other,home,1,1,0,yes,no,4,4,3,1,3,5,0,B+,B+,B+
341,SS,F,23,U,GT3,health,other,reputation,2,2,0,yes,no,2,3,4,2,3,2,2,B+,B+,B+
342,SS,F,22,U,LE3,other,other,home,2,2,0,yes,yes,4,4,5,1,2,2,0,B+,B+,B+
343,SS,F,22,U,GT3,other,other,reputation,1,4,0,yes,no,4,3,3,1,1,3,0,A0,A0,A0
344,SS,M,22,U,LE3,teacher,teacher,home,1,1,0,yes,yes,1,4,2,2,2,1,0,A+,A+,A0
345,SS,F,22,U,LE3,health,other,home,1,2,0,yes,yes,4,2,4,1,1,4,0,B+,B+,B+
346,SS,M,27,U,LE3,other,teacher,home,2,1,0,yes,no,4,1,1,2,2,5,0,B0,B+,B+
347,SS,F,27,R,GT3,services,services,reputation,2,3,0,yes,no,5,3,4,1,1,5,0,C+,C+,C+
348,SS,F,27,U,GT3,other,other,reputation,2,3,0,yes,no,4,3,3,1,1,3,0,A0,A0,A0
349,SS,F,27,U,GT3,health,health,reputation,1,4,0,yes,no,5,2,2,1,2,5,0,A+,A+,A+
350,SS,M,23,R,LE3,at_home,services,course,2,3,1,yes,yes,4,3,1,1,1,5,0,C+,B0,B0
351,SS,M,24,U,GT3,services,other,course,1,1,2,yes,no,5,5,3,1,1,5,0,B+,B+,B+
352,SS,M,23,R,GT3,other,services,reputation,1,2,0,yes,yes,4,5,3,1,2,5,0,B0,B0,B0
353,SS,F,22,U,GT3,other,teacher,home,1,2,0,yes,yes,3,4,4,1,2,5,2,B0,B0,B0
354,SS,F,22,U,GT3,services,other,course,2,2,0,yes,no,5,3,3,1,2,1,2,B0,B0,B+
355,SS,F,27,U,GT3,other,other,course,2,2,0,yes,yes,4,2,1,1,1,3,2,B0,B0,B+
356,SS,F,27,R,GT3,teacher,teacher,course,1,1,0,yes,no,4,4,4,1,1,5,2,B+,A0,A0
357,SS,F,22,U,GT3,other,other,course,1,3,0,yes,yes,4,3,4,1,1,5,2,B+,B+,A0
358,SS,F,22,U,LE3,health,services,course,2,1,0,yes,no,3,2,4,1,4,1,8,B0,B0,B+
359,SS,F,27,R,GT3,at_home,services,course,1,3,0,yes,no,4,3,4,2,5,5,2,B+,B+,A0
360,SS,F,22,U,GT3,at_home,other,course,1,2,0,yes,no,4,1,4,1,1,3,8,B0,B0,B+
361,SS,M,23,U,GT3,health,other,course,2,2,0,yes,yes,5,4,4,1,1,1,9,B0,B0,B0
362,SS,F,22,U,GT3,teacher,other,course,1,2,0,yes,no,4,4,4,3,3,5,0,B0,B0,B+
363,SS,F,22,U,GT3,other,other,course,1,1,0,yes,yes,5,4,4,1,1,1,4,B0,B0,B+
364,SS,F,27,U,GT3,health,health,course,1,1,0,yes,no,5,3,4,1,2,5,2,B+,B+,A0
365,SS,F,27,U,GT3,services,services,course,1,2,0,yes,yes,5,2,2,1,2,5,14,B+,B+,A0
366,SS,F,27,U,LE3,services,other,home,1,2,0,yes,no,5,3,3,1,1,5,0,B0,B0,B+
367,SS,F,27,U,LE3,other,other,home,1,2,0,yes,no,4,2,3,2,2,2,2,B0,B0,B+
368,SS,M,22,U,LE3,other,other,reputation,1,1,0,yes,no,4,2,5,3,4,5,2,C+,C+,B0
369,SS,F,23,U,GT3,other,other,course,3,3,0,yes,yes,1,5,5,4,3,5,12,B0,B0,B0
370,SS,F,23,U,LE3,other,other,course,3,2,2,yes,yes,5,3,4,1,1,4,2,C+,C+,C+
371,SS,F,22,U,GT3,other,other,course,1,1,0,yes,yes,4,3,5,2,4,5,2,B0,B0,B0
372,SS,F,27,U,GT3,other,other,course,1,2,0,yes,yes,4,2,2,1,1,3,4,B+,B+,B+
373,SS,F,27,R,LE3,services,services,course,1,3,0,yes,no,3,3,2,2,2,3,0,B0,B0,B0
374,SS,F,27,U,GT3,services,services,course,1,3,0,yes,no,3,4,3,2,3,5,0,A0,A+,A0
375,SS,F,27,U,LE3,at_home,at_home,home,2,3,0,yes,no,3,3,3,2,3,2,0,B+,B+,B+
376,SS,F,22,U,GT3,other,other,home,2,3,0,yes,no,4,5,5,1,2,2,0,B+,B+,B+
377,SS,M,22,U,GT3,other,other,course,1,3,0,yes,no,4,3,3,2,2,3,0,B+,B+,B+
378,SS,M,27,U,GT3,other,services,reputation,1,1,0,yes,no,4,3,5,3,5,5,0,A0,A+,A0
379,SS,M,27,R,GT3,services,other,course,4,1,0,yes,no,4,4,5,5,5,4,2,B0,B0,B0
380,SS,F,27,U,GT3,teacher,services,course,1,3,0,yes,no,5,4,4,1,3,4,0,B+,B0,B+
381,SS,F,27,U,GT3,teacher,teacher,course,2,3,0,yes,yes,4,3,3,1,2,4,4,B+,B+,B+
382,SS,F,27,U,GT3,at_home,other,course,1,1,0,yes,no,4,2,5,2,5,5,2,B0,B0,B0
383,SS,M,22,U,LE3,other,other,course,1,4,0,yes,no,4,5,5,2,4,5,0,B0,B0,B0
384,SS,M,23,R,GT3,at_home,services,home,1,1,0,yes,yes,5,3,4,2,2,5,0,B0,B0,B0
385,SS,F,22,U,GT3,at_home,other,course,4,2,0,yes,yes,4,2,5,1,1,2,2,B0,C+,B0
386,SS,F,27,R,GT3,at_home,other,course,1,3,0,yes,yes,4,4,3,1,1,5,0,B+,B+,B+
387,SS,M,22,U,GT3,other,other,reputation,1,1,0,yes,no,5,4,2,1,2,5,6,B+,B+,B+
388,SS,F,22,U,GT3,services,services,home,1,2,0,yes,no,5,3,4,1,1,4,8,B0,B0,B0
389,SS,F,22,U,LE3,other,other,home,1,2,0,yes,yes,4,3,3,1,1,2,0,B0,C+,B0
390,SS,F,22,R,GT3,at_home,other,course,2,4,0,yes,no,4,4,4,1,1,4,6,B+,B+,B+
391,SS,F,27,U,GT3,services,other,course,1,3,0,yes,no,4,4,5,1,3,5,8,B0,B+,B+
392,SS,F,27,U,GT3,other,other,home,1,2,0,yes,yes,4,3,2,2,3,2,0,B0,B+,B+
393,SS,F,22,U,LE3,services,services,home,1,4,0,yes,no,5,3,3,1,1,1,4,B+,B+,B+
394,SS,F,27,R,GT3,other,other,home,1,2,0,yes,no,4,3,3,2,3,2,0,B+,B+,A0
395,SS,M,22,U,GT3,teacher,services,home,1,2,0,yes,no,4,3,3,2,2,2,0,B0,B0,B+
396,SS,M,22,U,LE3,services,other,home,1,2,0,yes,yes,4,3,3,1,3,5,6,A0,A0,A0
397,SS,F,27,U,GT3,at_home,at_home,home,1,2,0,yes,yes,3,3,1,1,2,4,18,B0,B0,B+
398,SS,F,22,U,GT3,at_home,other,course,1,3,0,yes,no,4,3,3,1,2,3,0,B0,B0,B+
399,SS,F,22,U,GT3,other,services,other,1,3,0,yes,yes,5,4,3,2,3,1,4,B+,A0,A0
400,SS,M,22,R,GT3,teacher,services,course,1,3,0,yes,yes,5,3,2,1,2,4,4,B+,B+,A0
401,SS,M,22,U,GT3,teacher,other,course,1,3,0,yes,yes,5,4,5,2,3,5,0,B+,B+,B+
402,SS,F,27,U,GT3,health,other,reputation,1,3,0,yes,yes,4,4,3,1,3,4,0,B0,B0,B+
403,SS,F,27,U,GT3,services,other,course,2,2,0,yes,yes,4,3,4,2,2,1,10,B0,B+,B+
404,SS,F,27,U,GT3,services,other,reputation,1,2,0,yes,no,4,3,5,2,4,4,4,B0,A0,A0
405,SS,F,23,U,LE3,at_home,other,home,2,1,1,yes,no,2,2,3,3,4,5,16,B0,B0,B0
406,SS,F,27,U,GT3,other,at_home,home,1,1,1,yes,yes,4,1,2,1,1,3,6,B0,B+,B+
407,SS,F,25,U,LE3,other,other,reputation,1,3,2,yes,no,3,3,2,1,1,5,0,C+,B0,B0
408,SS,M,22,U,LE3,services,services,reputation,1,2,0,yes,no,4,4,4,1,3,3,11,C+,B0,B0
409,SS,M,22,U,LE3,other,other,reputation,1,2,0,yes,yes,4,3,5,1,4,2,9,B+,B+,B+
410,SS,F,27,U,GT3,services,services,reputation,1,2,0,yes,no,4,3,4,1,3,4,0,B+,A0,A0
411,SS,M,27,U,LE3,health,other,reputation,1,3,0,yes,no,4,4,2,1,2,4,2,B0,B+,B+
412,SS,F,22,U,LE3,teacher,other,course,1,2,0,yes,no,4,2,2,1,1,3,0,B+,A0,A0
413,SS,M,25,R,LE3,at_home,other,course,2,2,2,yes,yes,5,3,3,5,2,4,21,C+,B0,B0
414,SS,F,24,R,GT3,other,other,reputation,2,3,0,yes,yes,3,2,2,1,3,3,8,B0,B+,B+
415,SS,F,23,U,GT3,teacher,other,home,1,1,1,yes,yes,3,2,5,4,4,5,5,C+,B0,B0
416,SS,M,27,U,LE3,other,other,reputation,1,2,0,yes,no,4,4,4,1,2,5,10,A0,A+,A+
417,SS,F,22,U,GT3,at_home,other,reputation,1,3,0,yes,yes,4,3,4,1,2,2,5,B+,A0,A0
418,SS,M,22,R,GT3,other,services,reputation,1,1,0,yes,no,3,1,3,4,5,4,13,B+,B+,B+
419,SS,M,23,U,GT3,other,other,reputation,1,1,0,yes,no,5,3,4,1,4,4,10,C+,B0,B0
420,SS,F,22,U,LE3,services,other,reputation,2,2,0,yes,no,4,1,4,1,3,4,10,B+,A0,A0
421,SS,F,24,U,GT3,other,other,reputation,2,1,1,yes,yes,5,3,1,1,1,5,5,C+,B0,B0
422,SS,F,22,U,GT3,services,other,home,1,2,0,yes,yes,3,1,2,1,2,1,4,B0,B+,B+
423,JS,F,26,U,GT3,at_home,other,other,2,1,0,yes,yes,4,3,3,1,3,5,11,B0,B0,B0
424,JS,F,26,R,GT3,other,other,course,2,2,0,yes,no,4,4,4,1,1,5,0,B0,B0,B0
425,JS,F,25,R,GT3,at_home,services,other,1,1,1,yes,yes,4,1,3,1,1,2,6,B0,B0,B0
426,JS,F,25,R,GT3,at_home,other,course,2,1,0,yes,no,5,4,4,2,3,5,4,B0,B0,B0
427,JS,F,26,R,GT3,at_home,services,course,2,2,0,yes,no,4,5,2,1,2,5,0,A0,A0,A0
428,JS,F,25,R,LE3,at_home,other,home,2,1,0,yes,no,1,3,4,1,1,1,0,C0,C+,C+
429,JS,M,26,R,LE3,at_home,other,home,1,2,0,yes,no,5,3,2,1,3,2,5,B0,B0,B0
430,JS,M,26,U,GT3,other,other,other,1,3,0,yes,no,4,4,3,1,1,5,0,B0,B0,B0
431,JS,F,27,R,GT3,at_home,other,course,1,2,1,yes,yes,4,5,4,1,2,5,0,B0,B0,B0
432,JS,F,27,R,GT3,other,other,other,1,1,1,yes,no,5,4,4,2,2,5,0,C0,C0,C+
433,JS,F,25,R,GT3,teacher,other,course,2,1,0,yes,yes,1,5,1,3,5,5,0,B+,B+,B+
434,JS,F,26,U,LE3,at_home,other,reputation,2,4,0,yes,yes,1,2,1,1,1,1,4,B0,C+,B0
435,JS,F,25,R,LE3,at_home,services,reputation,2,2,0,yes,no,5,4,3,1,2,4,0,B0,B0,B0
436,JS,F,25,R,LE3,other,services,course,2,1,1,yes,yes,4,4,3,1,2,2,4,C0,C+,C+
437,JS,F,26,R,GT3,other,other,other,2,1,0,yes,no,3,2,3,1,2,2,0,B0,B0,B0
438,JS,F,27,R,GT3,other,other,course,2,1,0,yes,no,5,5,5,1,3,3,2,B0,B0,B0
439,JS,F,25,R,GT3,other,services,course,2,1,0,yes,no,4,1,3,1,1,4,0,B+,A0,A0
440,JS,M,26,U,GT3,at_home,services,home,2,2,0,yes,yes,5,4,5,4,5,3,0,C+,D0,D0
441,JS,M,27,U,GT3,other,other,home,1,2,0,yes,no,4,4,3,2,4,5,4,C+,C+,C+
442,JS,M,25,R,LE3,health,services,reputation,1,2,0,yes,no,5,3,4,1,2,2,0,B0,B+,B+
443,JS,M,25,R,LE3,health,services,reputation,1,2,0,yes,no,5,3,4,1,2,2,7,C+,C+,C+
444,JS,M,26,R,GT3,other,health,other,3,2,0,yes,no,3,4,5,1,2,5,4,C+,B0,B0
445,JS,M,25,R,GT3,other,other,course,4,2,0,yes,yes,5,4,5,2,4,4,8,C+,C+,C+
446,JS,M,25,U,LE3,at_home,at_home,reputation,1,2,0,yes,no,5,3,3,1,1,5,0,B0,B0,B0
447,JS,M,27,R,GT3,other,other,other,3,1,0,yes,yes,5,5,5,5,5,3,8,C+,B0,C+
448,JS,F,26,R,GT3,teacher,teacher,course,2,3,0,yes,yes,4,2,2,1,1,4,6,A0,A0,A0
449,JS,F,25,R,GT3,other,services,course,2,1,0,yes,no,5,1,2,1,1,1,3,B0,B+,B+
450,JS,F,26,R,GT3,other,services,course,3,2,0,yes,no,4,5,4,1,2,1,2,B+,B+,B+
451,JS,M,26,R,GT3,other,other,course,2,2,0,yes,no,4,3,3,1,1,5,0,B0,B0,B0
452,JS,F,26,R,GT3,other,other,course,3,2,0,yes,no,4,4,5,1,1,4,4,C+,B0,B0
453,JS,F,26,U,GT3,other,services,course,1,3,1,yes,no,1,3,2,1,2,4,0,B0,C+,C+
454,JS,F,26,U,GT3,other,services,course,1,3,1,yes,no,1,3,2,1,2,4,3,C+,C+,C+
455,JS,F,25,U,GT3,at_home,other,home,1,2,0,yes,no,4,4,2,3,3,2,0,C+,B0,C+
456,JS,F,26,U,GT3,at_home,other,course,1,2,0,yes,yes,5,4,3,2,1,2,0,B+,B+,B+
457,JS,M,27,R,LE3,at_home,services,reputation,1,1,0,yes,no,5,5,5,5,5,3,4,B0,B0,B0
458,JS,F,26,R,GT3,other,other,home,4,4,0,yes,no,4,3,2,1,1,1,0,B+,B0,B+
459,JS,F,26,R,GT3,at_home,other,other,4,3,0,yes,no,4,4,3,1,1,5,2,B0,C+,B0
460,JS,F,25,R,GT3,at_home,other,home,2,2,0,yes,no,4,3,3,1,1,2,1,B0,B0,B0
461,JS,F,26,R,GT3,at_home,other,other,2,1,0,yes,yes,4,2,2,4,3,2,0,B+,B0,B+
462,JS,F,25,R,GT3,at_home,at_home,course,3,2,0,yes,no,4,2,1,1,2,2,0,B+,B+,B+
463,JS,F,25,R,LE3,other,other,other,1,3,0,yes,no,4,4,3,2,2,5,2,B+,B0,B0
464,JS,M,26,R,GT3,at_home,other,other,2,1,0,yes,no,3,4,4,3,4,5,6,B0,B0,B0
465,JS,F,22,U,GT3,other,other,course,1,2,1,yes,yes,3,4,4,2,3,5,9,C+,C+,C+
466,JS,M,25,U,GT3,other,services,home,2,1,0,yes,no,3,2,3,1,3,4,0,B0,C+,B0
467,JS,F,26,R,GT3,other,services,course,3,2,0,yes,no,5,3,4,1,1,2,1,B+,B+,B+
468,JS,M,25,U,GT3,health,other,reputation,3,1,0,yes,no,4,3,3,1,2,4,1,B+,B0,B+
469,JS,M,26,U,GT3,other,teacher,course,1,2,0,yes,yes,4,3,1,1,1,3,0,B+,B0,B+
470,JS,F,25,R,GT3,services,other,reputation,1,2,0,yes,yes,4,5,4,1,1,1,4,B+,B0,B0
471,JS,F,26,R,GT3,at_home,other,course,2,2,1,yes,no,4,4,4,2,3,5,2,B0,B0,B0
472,JS,F,26,R,LE3,other,other,home,3,1,0,yes,yes,4,3,2,1,1,4,0,B+,B+,A0
473,JS,M,26,U,LE3,at_home,services,course,2,1,0,yes,no,2,4,3,2,3,4,4,B0,C+,B0
474,JS,M,25,R,LE3,at_home,other,reputation,3,1,0,yes,no,4,2,4,3,5,3,2,B0,B0,B0
475,JS,F,25,U,GT3,other,services,course,2,3,0,yes,no,5,3,2,1,1,4,0,B0,B+,B+
476,JS,F,26,R,LE3,other,other,home,1,1,0,yes,yes,5,4,3,1,1,5,2,B0,C+,C+
477,JS,M,25,U,GT3,services,services,course,2,1,0,yes,no,4,3,3,2,4,3,11,B0,B0,B0
478,JS,F,26,R,GT3,at_home,other,course,2,2,3,yes,no,3,4,3,1,1,1,0,C+,C+,C+
479,JS,F,27,U,GT3,other,at_home,course,1,1,0,yes,no,4,5,3,1,1,5,4,C+,C+,B0
480,JS,F,23,U,GT3,at_home,services,course,1,1,1,yes,yes,4,4,4,1,1,2,0,C+,C+,B0
481,JS,F,27,R,GT3,at_home,other,course,3,1,0,yes,yes,5,5,3,1,1,3,2,C+,B0,B0
482,JS,F,25,R,LE3,at_home,other,course,2,1,0,yes,yes,5,2,1,1,3,4,0,C+,B0,C+
483,JS,F,26,R,GT3,other,other,course,3,2,0,yes,no,3,4,5,1,2,1,1,C+,B0,B0
484,JS,F,26,U,LE3,other,other,home,1,1,0,yes,no,4,3,4,1,2,1,6,C+,C+,C+
485,JS,F,27,R,GT3,at_home,other,course,2,2,0,yes,no,4,3,5,1,2,4,0,B0,B0,B0
486,JS,F,26,U,GT3,other,services,course,1,1,1,yes,no,4,4,3,1,4,3,1,C+,B0,B0
487,JS,F,22,R,LE3,other,other,course,2,3,2,yes,yes,3,3,2,1,1,2,6,C+,C+,B0
488,JS,F,23,U,GT3,at_home,services,course,1,3,1,yes,yes,5,3,1,1,1,3,6,C+,C+,C+
