,school,sex,age,address,famsize,Mjob,Fjob,reason,traveltime,studytime,failures,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
244,SS,F,22,U,GT3,other,other,course,2,3,0,yes,yes,4,4,4,1,1,3,0,C+,D0,D0
245,SS,M,26,U,GT3,other,other,course,3,1,0,yes,no,4,3,3,1,1,4,6,A+,A+,A+
246,SS,M,27,U,GT3,other,other,course,2,1,0,yes,no,5,2,2,1,1,2,4,B0,B0,B+
247,SS,M,26,U,GT3,services,services,other,1,1,3,yes,yes,5,4,5,5,5,1,16,C0,C+,C+
248,SS,M,22,R,LE3,other,services,course,1,2,1,yes,yes,4,3,3,1,3,5,8,D+,C0,C0
249,SS,M,26,U,GT3,other,other,other,1,1,0,yes,no,4,3,2,2,4,5,0,B+,B+,B+
250,SS,M,22,U,GT3,services,other,course,2,1,1,yes,no,4,4,5,2,4,5,0,C0,C+,C+
251,SS,M,26,U,GT3,at_home,other,reputation,3,2,0,yes,no,5,3,3,1,3,2,6,C+,B0,B0
252,SS,M,22,U,GT3,services,services,other,1,1,1,yes,no,3,2,5,2,5,5,4,C0,C+,C+
253,SS,M,26,R,GT3,other,other,course,2,1,0,yes,no,3,3,2,1,3,3,0,C+,C+,C+
254,SS,M,27,R,GT3,other,other,course,1,1,0,yes,no,4,4,2,2,4,5,0,C+,B0,B0
255,SS,M,27,U,LE3,health,other,course,2,1,1,yes,no,4,4,4,1,2,5,2,C+,C+,C+
256,SS,F,27,U,LE3,teacher,services,reputation,1,4,0,yes,no,4,2,3,1,1,4,6,B+,B0,B+
257,SS,M,23,U,LE3,services,at_home,reputation,1,2,0,yes,no,4,3,1,1,1,1,12,B0,B0,B0
258,SS,M,22,U,GT3,other,other,home,1,2,0,yes,no,5,2,4,1,2,4,8,B+,B+,B+
259,SS,F,27,U,LE3,services,services,course,1,4,0,yes,yes,3,4,1,1,1,2,0,B0,C+,D0
260,SS,F,22,U,GT3,services,other,home,1,2,0,yes,yes,3,1,2,1,3,2,21,A0,A+,A+
261,SS,M,22,U,GT3,teacher,other,course,1,2,0,yes,no,4,3,2,1,1,3,2,C+,C+,C+
262,SS,M,22,R,GT3,other,other,course,1,3,0,yes,no,5,3,2,1,1,3,1,B+,B0,B0
263,SS,F,27,U,GT3,other,other,home,1,3,0,yes,no,3,2,3,1,1,4,4,B0,C+,C+
264,SS,F,22,U,GT3,at_home,services,home,1,3,0,yes,yes,4,3,3,1,1,3,0,C+,B0,D0
265,SS,M,22,R,LE3,other,other,reputation,2,2,0,yes,no,4,2,5,3,4,1,13,A0,A0,A0
266,SS,M,27,U,GT3,services,other,other,1,2,0,yes,yes,5,4,4,3,4,5,2,C+,C+,B0
267,SS,F,22,R,GT3,teacher,other,reputation,2,2,0,yes,no,4,3,4,2,2,4,8,B0,B0,B0
268,SS,M,22,U,GT3,health,other,reputation,1,2,0,yes,yes,5,4,5,1,3,5,10,B0,C+,B0
269,SS,F,22,R,GT3,other,other,reputation,2,2,0,yes,yes,4,3,5,1,2,3,0,C0,D0,D0
270,SS,F,23,U,GT3,other,services,home,1,2,2,yes,no,4,3,5,3,3,5,15,C+,C+,C+
271,SS,F,22,U,GT3,other,services,reputation,1,4,0,yes,yes,4,5,5,1,3,2,4,B+,B+,B+
272,SS,F,22,U,LE3,other,other,home,2,2,0,yes,no,4,4,3,1,1,3,2,B0,B0,B0
273,SS,M,27,R,GT3,at_home,at_home,home,1,2,0,yes,yes,3,5,2,2,2,1,2,B+,B+,B+
274,SS,F,27,U,GT3,at_home,health,reputation,2,2,0,yes,yes,4,3,3,1,1,1,2,B0,B0,B0
275,SS,F,27,U,LE3,services,other,course,2,2,0,yes,yes,4,4,4,2,3,5,6,B0,B0,B0
276,SS,F,22,R,GT3,other,services,home,2,2,0,yes,yes,4,1,1,1,1,5,75,B0,C+,C+
277,SS,M,22,U,GT3,teacher,services,home,2,1,0,yes,no,3,2,4,1,4,3,22,C+,C+,C+
278,SS,F,22,U,GT3,health,health,reputation,1,2,1,yes,yes,2,4,4,1,1,4,15,C+,C+,C+
279,SS,M,22,U,LE3,teacher,services,course,2,1,0,yes,no,4,2,3,1,2,1,8,B0,B0,B0
280,SS,M,27,U,LE3,services,other,home,2,1,0,yes,yes,4,5,4,2,4,5,30,C+,C+,C+
281,SS,M,27,U,LE3,teacher,services,home,1,1,1,yes,no,4,4,4,3,4,3,19,B0,C+,B0
282,SS,F,22,R,LE3,at_home,other,reputation,2,4,0,yes,no,5,2,2,1,1,3,1,B0,B0,B0
283,SS,F,22,U,GT3,other,other,home,2,2,0,yes,no,5,4,4,1,1,4,4,C+,C+,B0
284,SS,F,27,U,GT3,other,other,course,1,2,0,yes,no,5,4,5,1,2,5,4,B0,C+,B0
285,SS,M,27,U,GT3,other,other,reputation,1,2,0,yes,no,4,3,3,1,2,4,2,B0,B0,B0
286,SS,F,22,U,GT3,at_home,at_home,other,1,3,0,yes,no,4,3,3,1,2,2,5,A+,A+,A+
287,SS,F,27,U,GT3,services,teacher,reputation,1,3,0,yes,no,4,3,3,1,1,3,6,B+,B0,B0
288,SS,M,22,U,GT3,services,services,reputation,1,3,0,yes,no,4,2,4,1,3,2,6,B+,B+,B+
289,SS,M,22,U,LE3,teacher,teacher,reputation,1,2,0,yes,no,5,4,3,1,1,2,9,B+,B+,B+
290,SS,M,22,U,GT3,teacher,other,home,1,2,0,yes,yes,4,3,2,1,4,5,11,B0,B0,B0
291,SS,F,27,U,GT3,health,services,reputation,1,3,0,yes,no,4,2,2,1,2,3,0,B+,B+,B+
292,SS,F,22,U,LE3,services,at_home,reputation,1,2,1,yes,yes,5,4,3,1,1,5,12,B0,B0,B+
293,SS,F,27,R,LE3,services,other,reputation,2,4,0,yes,no,3,1,2,1,1,3,6,A+,A+,A+
294,SS,M,22,R,LE3,services,other,reputation,2,3,0,yes,no,5,4,2,1,1,4,8,B+,B+,B+
295,SS,M,27,U,GT3,health,other,home,1,1,0,yes,no,4,4,3,1,3,5,4,B+,B0,B0
296,SS,F,23,U,GT3,health,other,reputation,2,2,0,yes,no,2,3,4,2,3,2,0,B0,C+,D0
297,SS,F,22,U,LE3,other,other,home,2,2,0,yes,yes,4,4,5,1,2,2,10,B0,C+,C+
298,SS,F,22,U,GT3,other,other,reputation,1,4,0,yes,no,4,3,3,1,1,3,0,B+,B+,B+
299,SS,M,22,U,LE3,teacher,teacher,home,1,1,0,yes,yes,1,4,2,2,2,1,5,A0,B+,A0
300,SS,F,22,U,LE3,health,other,home,1,2,0,yes,yes,4,2,4,1,1,4,14,B0,B0,B0
301,SS,M,27,U,LE3,other,teacher,home,2,1,0,yes,no,4,1,1,2,2,5,0,B0,B0,B0
302,SS,F,27,U,GT3,other,other,reputation,2,3,0,yes,no,4,3,3,1,1,3,0,B+,B0,B+
303,SS,F,27,U,GT3,health,health,reputation,1,4,0,yes,no,5,2,2,1,2,5,0,A0,A0,A+
304,SS,M,23,U,GT3,other,other,home,1,2,1,yes,yes,4,4,4,1,1,3,20,B+,B+,B+
305,SS,F,22,U,GT3,services,at_home,reputation,1,2,1,yes,no,4,4,3,1,1,3,8,B+,B0,B0
306,SS,M,24,U,GT3,services,other,course,1,1,0,yes,no,5,5,3,1,1,5,0,A0,A+,A+
307,SS,M,23,U,GT3,teacher,services,reputation,2,1,1,yes,yes,4,3,4,1,1,4,38,C+,C+,C+
308,SS,M,23,R,GT3,other,services,reputation,1,2,1,yes,yes,4,5,3,1,2,5,0,B+,B0,B0
309,SS,F,23,U,LE3,at_home,other,reputation,1,2,1,yes,no,4,4,3,1,3,3,18,B0,B0,B0
310,SS,F,23,U,LE3,services,services,home,1,2,1,yes,yes,4,2,4,2,2,3,0,C+,C+,D0
311,SS,F,23,U,GT3,at_home,other,other,3,2,0,yes,yes,3,4,1,1,1,2,20,B+,B0,B+
312,SS,M,23,U,GT3,other,services,course,1,2,1,yes,no,4,5,2,2,2,4,3,B+,B0,B0
313,SS,F,23,U,LE3,services,other,reputation,2,2,1,yes,yes,4,2,2,1,2,1,22,B+,B0,B0
314,SS,F,23,U,GT3,at_home,health,home,1,3,2,yes,yes,4,1,2,1,1,3,14,B+,B+,B+
315,SS,F,23,R,GT3,other,other,reputation,1,3,1,yes,yes,4,1,2,1,1,3,40,B+,B0,B0
316,SS,F,22,U,GT3,services,other,course,2,2,0,yes,no,5,3,3,1,2,1,0,C+,C+,D0
317,SS,F,22,U,GT3,other,other,course,1,3,0,yes,yes,4,3,4,1,1,5,9,C+,B0,C+
318,SS,F,27,R,GT3,at_home,services,course,1,3,0,yes,no,4,3,4,2,5,5,0,B0,B0,B0
319,SS,F,22,U,GT3,teacher,other,course,1,2,0,yes,no,4,4,4,3,3,5,2,B0,B0,B0
320,SS,F,27,U,GT3,services,services,course,1,2,0,yes,yes,5,2,2,1,2,5,23,B+,B+,B+
321,SS,F,27,U,GT3,other,other,course,1,2,0,yes,yes,4,2,2,1,1,3,12,B0,C+,C+
322,SS,F,27,R,LE3,services,services,course,1,3,0,yes,no,3,3,2,2,2,3,3,B0,B0,B0
323,SS,F,27,U,GT3,services,services,course,1,3,0,yes,no,3,4,3,2,3,5,1,B0,B+,B+
324,SS,F,27,U,LE3,at_home,at_home,home,2,3,0,yes,no,3,3,3,2,3,2,0,A0,B+,B+
325,SS,M,22,U,GT3,other,other,course,1,3,0,yes,no,4,3,3,2,2,3,3,C+,B0,B0
326,SS,M,27,U,GT3,other,services,reputation,1,1,0,yes,no,4,3,5,3,5,5,3,B+,B+,A0
327,SS,M,27,R,GT3,services,other,course,4,1,0,yes,no,4,4,5,5,5,4,8,B0,B0,B0
328,SS,F,27,U,GT3,teacher,services,course,1,3,0,yes,no,5,4,4,1,3,4,7,B0,C+,C+
329,SS,F,27,U,GT3,teacher,teacher,course,2,3,0,yes,yes,4,3,3,1,2,4,4,B+,B+,B+
330,SS,M,22,U,LE3,other,other,course,1,4,0,yes,no,4,5,5,2,4,5,2,C+,C+,C+
331,SS,F,27,R,GT3,at_home,other,course,1,3,0,yes,yes,4,4,3,1,1,5,7,B0,B+,B+
332,SS,F,22,U,GT3,services,services,home,1,2,0,yes,no,5,3,4,1,1,4,0,C+,D0,D0
333,SS,F,22,U,LE3,other,other,home,1,2,0,yes,yes,4,3,3,1,1,2,0,C+,C+,D0
334,SS,F,22,R,GT3,at_home,other,course,2,4,0,yes,no,4,4,4,1,1,4,0,B0,C+,D0
335,SS,F,27,U,GT3,services,other,course,1,3,0,yes,no,4,4,5,1,3,5,16,A0,B+,B+
336,SS,F,23,R,GT3,services,at_home,home,1,3,1,yes,no,5,4,3,1,2,5,12,B+,B+,B+
337,SS,F,27,U,GT3,other,other,home,1,2,0,yes,yes,4,3,2,2,3,2,0,C+,C+,D0
338,SS,F,22,U,LE3,services,services,home,1,4,0,yes,no,5,3,3,1,1,1,7,A0,B+,A0
339,SS,F,27,R,GT3,other,other,home,1,2,0,yes,no,4,3,3,2,3,2,4,C+,B0,B0
340,SS,F,23,U,GT3,services,services,home,1,3,1,yes,yes,4,3,4,1,3,3,4,B0,B0,B0
341,SS,M,22,U,GT3,teacher,services,home,1,2,1,yes,no,4,3,3,2,2,2,0,B0,B0,D0
342,SS,M,22,U,LE3,services,other,home,1,2,0,yes,yes,4,3,3,1,3,5,11,A0,B+,B+
343,SS,F,27,U,GT3,at_home,at_home,home,1,2,1,yes,yes,3,3,1,1,2,4,0,C+,C+,D0
344,SS,F,22,U,GT3,at_home,other,course,1,3,0,yes,no,4,3,3,1,2,3,4,B0,B0,B0
345,SS,F,22,U,GT3,other,services,other,1,3,0,yes,yes,5,4,3,2,3,1,7,B+,B+,B+
346,SS,M,22,R,GT3,teacher,services,course,1,3,0,yes,yes,5,3,2,1,2,4,9,A0,B+,A0
347,SS,M,22,U,GT3,teacher,other,course,1,3,0,yes,yes,5,4,5,2,3,5,0,B0,B0,C+
348,SS,F,27,U,GT3,health,other,reputation,1,3,0,yes,yes,4,4,3,1,3,4,0,B+,B+,B+
349,JS,M,22,R,GT3,other,other,course,2,1,1,yes,no,2,5,5,5,5,5,10,B0,B+,B+
350,JS,M,23,R,GT3,other,services,home,3,2,3,yes,no,5,4,4,3,3,2,8,C+,C+,C+
351,JS,M,27,U,GT3,health,other,course,2,2,0,yes,no,4,5,4,2,3,3,2,B+,B+,B+
352,JS,M,22,U,LE3,at_home,services,course,1,1,1,yes,yes,4,3,3,2,3,3,7,C+,C+,C+
353,JS,M,23,R,GT3,other,other,home,3,1,1,yes,no,4,4,4,3,3,5,4,C+,C+,C+
354,JS,M,27,R,GT3,services,other,home,2,2,0,yes,yes,4,5,5,1,3,2,4,B+,B0,B0
355,JS,F,22,U,GT3,services,services,course,1,2,0,yes,yes,5,3,4,1,1,5,0,B0,C+,C+
356,JS,F,27,R,GT3,teacher,services,other,2,2,0,yes,no,4,3,3,1,2,5,4,B0,B+,B+
357,JS,F,27,U,LE3,services,other,reputation,2,2,0,yes,yes,1,2,3,1,2,5,2,B0,B0,B0
358,JS,M,22,U,LE3,other,services,home,2,1,0,yes,yes,3,3,2,1,2,3,4,B0,B0,B0
359,JS,F,22,U,LE3,at_home,services,course,2,3,0,yes,no,5,3,2,1,1,4,0,A+,A0,A0
360,JS,F,22,R,LE3,at_home,other,course,3,2,0,yes,yes,4,3,4,1,4,5,0,B+,B+,B+
361,JS,M,22,R,LE3,at_home,other,other,2,2,1,yes,no,4,4,3,2,3,5,2,B+,B0,B0
362,JS,F,22,U,GT3,services,services,other,2,2,0,yes,yes,4,3,2,1,3,3,0,B0,B0,B0
363,JS,F,27,U,LE3,at_home,at_home,course,1,2,0,yes,yes,2,3,4,1,1,1,0,A0,B+,B+
364,JS,F,27,R,GT3,other,services,course,2,2,0,yes,no,3,2,2,1,2,3,0,B0,B0,B0
365,JS,M,22,R,GT3,at_home,other,course,2,2,0,yes,no,3,3,4,2,4,3,4,B0,B0,B0
366,JS,M,22,U,LE3,teacher,services,other,2,3,0,yes,yes,4,2,2,2,2,5,0,B+,B+,B+
367,JS,F,27,R,GT3,other,services,reputation,3,1,1,yes,yes,5,2,1,1,2,1,0,C+,C0,D0
368,JS,F,22,U,GT3,at_home,services,course,2,1,0,yes,yes,5,2,3,1,2,4,0,B0,B0,B0
369,JS,F,22,R,GT3,other,teacher,other,3,2,0,yes,yes,3,2,2,4,2,5,10,B+,B0,B0
370,JS,F,23,U,LE3,services,services,home,2,2,2,yes,yes,3,2,2,1,1,3,4,C+,C+,C+
371,JS,M,22,R,LE3,at_home,services,other,3,1,0,yes,yes,4,3,3,2,3,3,3,B+,B0,B0
372,JS,F,27,U,GT3,other,at_home,home,1,3,0,yes,yes,3,4,3,1,1,3,8,B+,B0,B0
373,JS,F,27,R,GT3,other,other,course,1,1,0,yes,no,3,5,5,1,3,1,14,C0,C0,C0
374,JS,F,22,R,LE3,other,other,reputation,2,3,0,yes,no,5,4,4,1,1,1,0,A+,A+,A+
375,JS,F,22,R,GT3,other,other,home,4,3,0,yes,no,4,3,2,1,2,4,2,C+,C+,B0
376,JS,F,24,U,GT3,health,other,course,2,3,2,yes,yes,5,4,3,1,1,3,4,B+,B+,B+
377,JS,F,22,R,LE3,teacher,services,course,1,2,0,yes,no,5,4,3,3,4,2,4,C+,C+,B0
378,JS,F,22,U,GT3,other,other,home,1,2,0,yes,yes,4,1,3,1,2,1,0,B+,B+,B+
379,JS,F,27,R,GT3,at_home,other,reputation,1,2,0,yes,no,4,5,4,2,3,1,17,B0,B0,B0
380,JS,M,22,U,GT3,teacher,teacher,home,1,2,0,yes,no,3,2,4,1,4,2,4,B+,B+,B+
381,JS,M,22,R,GT3,other,other,other,2,1,0,yes,yes,4,4,3,1,3,5,5,C+,C0,C+
382,JS,M,27,U,GT3,other,services,home,2,2,0,yes,no,4,4,3,1,1,3,2,B0,B0,B0
383,JS,M,23,R,GT3,other,services,other,2,1,1,yes,no,4,3,2,1,3,5,0,C0,C0,D0
384,JS,M,22,R,GT3,other,other,home,2,1,1,yes,no,5,4,3,4,3,3,14,C0,C0,C0
385,JS,F,22,R,GT3,at_home,other,other,2,3,0,yes,no,5,3,3,1,3,4,2,B0,C+,B0
386,JS,F,22,R,GT3,teacher,at_home,reputation,3,1,0,yes,yes,4,4,3,2,2,5,7,C0,C0,C0
387,JS,F,23,R,GT3,services,other,course,1,3,1,yes,no,5,4,2,1,2,5,0,C+,C0,D0
388,JS,F,22,U,LE3,teacher,services,course,1,2,0,yes,no,4,3,4,1,1,1,0,C+,C+,C+
389,JS,F,22,U,GT3,other,other,course,2,2,1,yes,no,1,1,1,1,1,5,0,C0,C0,D0
390,JS,M,24,U,LE3,services,services,course,1,2,2,yes,no,5,5,4,4,5,4,11,C+,C+,C+
391,JS,M,27,U,LE3,services,services,course,2,1,0,yes,no,2,4,5,3,4,2,3,B+,A0,A0
392,JS,M,25,R,GT3,other,other,course,1,1,3,yes,no,5,5,3,3,3,3,3,B0,C+,C+
393,JS,M,22,R,LE3,services,other,course,3,1,0,yes,no,4,4,1,3,4,5,0,B0,B0,B0
394,JS,M,23,U,LE3,other,at_home,course,1,1,0,yes,no,3,2,3,3,3,5,5,C+,C+,C+
